PART_ID,Block number,Trial number,Button pressed,Reaction time,Stim word,Trial type,Experimental
M,training,1,m,0.9356893500007573
M,0,1,m,0.5727422449999722
M,0,2,n,0.4562929469993833
M,0,3,m,0.2454577700009395
M,0,4,n,0.3337670960008836
M,0,5,m,0.10919836199900601
