PART_ID,Block number,Trial number,Button pressed,Reaction time,CorrectnessStim word,Trial type,Experimental
M ,training,0,x,0.2991310869983863,0
M ,training,1,z,0.28287692199955927,1
M ,training,2,m,0.4172716849971039,0
M ,0,2,n,0.44750009900235455,0
M ,0,3,x,0.2618756769988977,0
M ,0,4,m,0.3277630849988782,0
M ,1,5,z,0.35772481499952846,1
M ,1,6,m,0.37392106799961766,0
M ,1,7,n,0.3446827120023954,0
