PART_ID,Block number,Trial number,Button pressed,Reaction time,Stim word,Trial type,Experimental
43M8 ,training,1,x,0.3297326350000276
43M8 ,training,2,z,0.31253574200013645
43M8 ,training,3,m,0.34965181500001563
